Datetime,Adj Close,Close,High,Low,Open,Volume,Datetime,Adj Close,Close,High,Low,Open,Volume,Datetime,Adj Close,Close,High,Low,Open,Volume,Datetime,Adj Close,Close,High,Low,Open,Volume,Datetime,Adj Close,Close,High,Low,Open,Volume
,META,META,META,META,META,META,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
2026-07-06 09:30:00-04:00,587.3900146484375,587.3900146484375,597.6799926757812,581.760009765625,594.8400268554688,3807410,2026-07-06 09:30:00-04:00,311.7300109863281,311.7300109863281,311.75,307.010009765625,307.67999267578125,10212875,2026-07-06 09:30:00-04:00,243.08999633789062,243.08999633789062,245.50999450683594,240.8800048828125,243.7949981689453,7183355,2026-07-06 09:30:00-04:00,76.0010986328125,76.0010986328125,77.83999633789062,75.75,77.07499694824219,8707594,2026-07-06 09:30:00-04:00,357.875,357.875,360.4100036621094,354.1994934082031,358.19500732421875,3474542
2026-07-06 10:30:00-04:00,591.6199951171875,591.6199951171875,591.89501953125,586.489990234375,587.2650146484375,1366009,2026-07-06 10:30:00-04:00,313.5799865722656,313.5799865722656,313.6000061035156,311.2101135253906,311.70001220703125,6250328,2026-07-06 10:30:00-04:00,244.75,244.75,244.88999938964844,242.44000244140625,243.1300048828125,4029564,2026-07-06 10:30:00-04:00,76.38990020751953,76.38990020751953,76.72000122070312,75.98989868164062,75.98999786376953,7022368,2026-07-06 10:30:00-04:00,359.739990234375,359.739990234375,360.1199951171875,357.6199951171875,357.875,2117311
2026-07-06 11:30:00-04:00,592.4400024414062,592.4400024414062,598.2000122070312,590.7999877929688,591.8499755859375,1464445,2026-07-06 11:30:00-04:00,312.25,312.25,314.20001220703125,312.2300109863281,313.5849914550781,4817415,2026-07-06 11:30:00-04:00,244.82000732421875,244.82000732421875,246.0399932861328,244.47000122070312,244.71929931640625,4192304,2026-07-06 11:30:00-04:00,76.2699966430664,76.2699966430664,76.47000122070312,76.22000122070312,76.37999725341797,2730007,2026-07-06 11:30:00-04:00,361.04998779296875,361.04998779296875,362.5,359.6099853515625,359.7900085449219,1768840
2026-07-06 12:30:00-04:00,594.6400146484375,594.6400146484375,595.1099853515625,591.6199951171875,592.469970703125,887995,2026-07-06 12:30:00-04:00,312.3800048828125,312.3800048828125,312.9800109863281,311.8500061035156,312.2449951171875,6272773,2026-07-06 12:30:00-04:00,245.4149932861328,245.4149932861328,245.42999267578125,244.4499969482422,244.8101043701172,3092756,2026-07-06 12:30:00-04:00,76.32499694824219,76.32499694824219,76.45999908447266,76.19000244140625,76.26000213623047,2466477,2026-07-06 12:30:00-04:00,362.09588623046875,362.09588623046875,362.2799987792969,360.9599914550781,361.0350036621094,1365477
2026-07-06 13:30:00-04:00,599.9199829101562,599.9199829101562,601.8300170898438,592.5399780273438,594.6699829101562,1601017,2026-07-06 13:30:00-04:00,313.07000732421875,313.07000732421875,313.14990234375,312.1099853515625,312.3876037597656,2501244,2026-07-06 13:30:00-04:00,245.1699981689453,245.1699981689453,245.6999969482422,244.35000610351562,245.38999938964844,2480993,2026-07-06 13:30:00-04:00,75.86499786376953,75.86499786376953,76.41000366210938,75.86499786376953,76.33000183105469,3075017,2026-07-06 13:30:00-04:00,361.9700012207031,361.9700012207031,362.6495056152344,361.010009765625,362.1199951171875,1846029
2026-07-06 14:30:00-04:00,600.4190063476562,600.4190063476562,602.47998046875,599.0,600.0,1846146,2026-07-06 14:30:00-04:00,313.3999938964844,313.3999938964844,313.55999755859375,312.9100036621094,313.0799865722656,3451883,2026-07-06 14:30:00-04:00,245.5050048828125,245.5050048828125,245.85000610351562,245.11500549316406,245.14999389648438,2633413,2026-07-06 14:30:00-04:00,75.93199920654297,75.93199920654297,76.0198974609375,75.82499694824219,75.86499786376953,2956283,2026-07-06 14:30:00-04:00,365.16009521484375,365.16009521484375,365.2300109863281,361.95001220703125,361.95001220703125,2603376
2026-07-06 15:30:00-04:00,600.27001953125,600.27001953125,603.5800170898438,599.6500244140625,600.4099731445312,1964635,2026-07-06 15:30:00-04:00,312.80999755859375,312.80999755859375,313.739990234375,312.04998779296875,313.4150085449219,4988391,2026-07-06 15:30:00-04:00,244.22999572753906,244.22999572753906,245.83990478515625,243.9600067138672,245.49000549316406,4441421,2026-07-06 15:30:00-04:00,76.05000305175781,76.05000305175781,76.08000183105469,75.70999908447266,75.93000030517578,5241977,2026-07-06 15:30:00-04:00,364.75,364.75,365.67999267578125,363.9200134277344,365.17498779296875,3144996
2026-07-07 09:30:00-04:00,611.0872802734375,611.0872802734375,615.9899291992188,604.1500244140625,608.0,4612423,2026-07-07 09:30:00-04:00,311.45001220703125,311.45001220703125,315.4800109863281,310.1499938964844,315.2900085449219,8945230,2026-07-07 09:30:00-04:00,245.11500549316406,245.11500549316406,248.9149932861328,244.6699981689453,247.32000732421875,10689886,2026-07-07 09:30:00-04:00,77.18499755859375,77.18499755859375,78.18000030517578,76.55999755859375,77.87999725341797,7992207,2026-07-07 09:30:00-04:00,368.4549865722656,368.4549865722656,370.8900146484375,364.7900085449219,367.3699951171875,4165682
2026-07-07 10:30:00-04:00,606.7885131835938,606.7885131835938,611.7100219726562,604.010009765625,610.969970703125,1810258,2026-07-07 10:30:00-04:00,314.0799865722656,314.0799865722656,314.1300048828125,310.989990234375,311.45001220703125,5204771,2026-07-07 10:30:00-04:00,243.10000610351562,243.10000610351562,245.6699981689453,243.05999755859375,245.10000610351562,5131799,2026-07-07 10:30:00-04:00,77.0,77.0,77.86990356445312,76.87999725341797,77.18000030517578,4396240,2026-07-07 10:30:00-04:00,366.42999267578125,366.42999267578125,368.5,364.4200134277344,368.3999938964844,2158778
