Price,Datetime,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,,META,META,META,META,META,,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG
0,2025-11-03 14:30:00+00:00,648.506591796875,659.3298950195312,647.2100219726562,656.0,6069693.0,META,,,,,,,,,,,,,,,,,,,,
1,2025-11-03 15:30:00+00:00,649.875,652.5800170898438,646.0126953125,648.5050048828125,2263349.0,META,,,,,,,,,,,,,,,,,,,,
2,2025-11-03 16:30:00+00:00,650.1699829101562,653.0,649.27001953125,649.8499755859375,1443661.0,META,,,,,,,,,,,,,,,,,,,,
3,2025-11-03 17:30:00+00:00,644.1400146484375,650.9299926757812,643.0,650.1699829101562,2972799.0,META,,,,,,,,,,,,,,,,,,,,
4,2025-11-03 18:30:00+00:00,644.4600219726562,646.0,641.5599975585938,644.0501098632812,2232166.0,META,,,,,,,,,,,,,,,,,,,,
5,2025-11-03 19:30:00+00:00,642.3699951171875,646.280029296875,641.7700805664062,644.4600219726562,1730255.0,META,,,,,,,,,,,,,,,,,,,,
6,2025-11-03 20:30:00+00:00,637.719970703125,642.760009765625,636.2100219726562,642.3699951171875,2642789.0,META,,,,,,,,,,,,,,,,,,,,
7,2025-11-04 14:30:00+00:00,635.3557739257812,641.7399291992188,626.469970703125,628.0399780273438,5424088.0,META,,,,,,,,,,,,,,,,,,,,
8,2025-11-04 15:30:00+00:00,631.97998046875,638.7999877929688,628.3900756835938,635.27001953125,2766300.0,META,,,,,,,,,,,,,,,,,,,,
9,2025-11-04 16:30:00+00:00,631.5449829101562,633.4500122070312,630.3300170898438,631.9920043945312,1369778.0,META,,,,,,,,,,,,,,,,,,,,
10,2025-11-04 17:30:00+00:00,629.4317016601562,631.7449951171875,627.5999755859375,631.5250244140625,1455797.0,META,,,,,,,,,,,,,,,,,,,,
11,2025-11-04 18:30:00+00:00,630.2100219726562,632.7899780273438,629.3572998046875,629.4099731445312,1311694.0,META,,,,,,,,,,,,,,,,,,,,
12,2025-11-04 19:30:00+00:00,629.52001953125,630.8671875,627.22998046875,630.2999877929688,1701854.0,META,,,,,,,,,,,,,,,,,,,,
13,2025-11-04 20:30:00+00:00,627.52001953125,630.3900146484375,626.2800903320312,629.469970703125,2071666.0,META,,,,,,,,,,,,,,,,,,,,
14,2025-11-05 14:30:00+00:00,637.405029296875,637.9500122070312,626.5374755859375,632.260009765625,5471038.0,META,,,,,,,,,,,,,,,,,,,,
15,2025-11-05 15:30:00+00:00,637.530029296875,639.2244873046875,634.17041015625,637.405029296875,1720907.0,META,,,,,,,,,,,,,,,,,,,,
16,2025-11-05 16:30:00+00:00,637.3350219726562,640.9500122070312,636.4500122070312,637.5444946289062,1304419.0,META,,,,,,,,,,,,,,,,,,,,
17,2025-11-05 17:30:00+00:00,641.4099731445312,642.030029296875,637.1599731445312,637.260009765625,970573.0,META,,,,,,,,,,,,,,,,,,,,
