Datetime,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,META,META,META,META,META,,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG
2025-10-13 13:30:00+00:00,716.6500244140625,719.9400024414062,707.6412963867188,713.010009765625,3474259.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 14:30:00+00:00,713.8599853515625,718.4149780273438,708.0800170898438,716.64501953125,1424938.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 15:30:00+00:00,714.0999755859375,714.75,711.7100219726562,714.0,621689.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 16:30:00+00:00,713.135009765625,714.8900146484375,712.1492919921875,714.2100219726562,478944.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 17:30:00+00:00,714.9605102539062,715.489990234375,712.10009765625,713.030029296875,499360.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 18:30:00+00:00,714.625,715.469970703125,712.8400268554688,714.9000244140625,561849.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-13 19:30:00+00:00,715.4810180664062,716.0,713.9000244140625,714.5599975585938,1050982.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 13:30:00+00:00,709.8980102539062,710.989990234375,699.3300170898438,708.0,2649450.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 14:30:00+00:00,710.8900146484375,712.1373291015625,707.8499755859375,709.8099975585938,744607.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 15:30:00+00:00,712.8699951171875,715.5399780273438,710.7949829101562,710.7949829101562,888374.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 16:30:00+00:00,714.0499877929688,714.9450073242188,711.739990234375,712.8599853515625,643456.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 17:30:00+00:00,711.2100219726562,714.0599975585938,710.2999877929688,714.0599975585938,510481.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 18:30:00+00:00,711.52001953125,712.7399291992188,710.4000244140625,711.3900146484375,531401.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-14 19:30:00+00:00,708.77001953125,711.7769775390625,704.8599853515625,711.6199951171875,1297305.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 13:30:00+00:00,721.1749877929688,723.0499877929688,713.25,716.8599853515625,2619944.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 14:30:00+00:00,719.27001953125,723.9000244140625,717.5999755859375,721.239990234375,1545413.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 15:30:00+00:00,717.6199951171875,719.9400024414062,713.5750122070312,719.2999877929688,960983.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 16:30:00+00:00,712.3499755859375,718.3599853515625,709.510009765625,717.4299926757812,754696.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 17:30:00+00:00,716.3699951171875,717.1400146484375,712.1199951171875,712.5549926757812,553669.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 18:30:00+00:00,716.6799926757812,718.6199951171875,716.1099853515625,716.4199829101562,520203.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-15 19:30:00+00:00,717.780029296875,717.780029296875,714.8900146484375,716.6799926757812,958803.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 13:30:00+00:00,719.9301147460938,725.489990234375,717.489990234375,717.5599975585938,2035894.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 14:30:00+00:00,719.125,722.114990234375,718.6099853515625,719.8350219726562,786962.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 15:30:00+00:00,713.1500244140625,720.3989868164062,712.8001098632812,719.0700073242188,868860.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 16:30:00+00:00,711.9500122070312,713.780029296875,709.5401000976562,712.5,979445.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 17:30:00+00:00,705.4365234375,712.72998046875,703.8800048828125,711.8200073242188,1075991.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 18:30:00+00:00,708.5599975585938,710.5,704.3599853515625,705.4349975585938,888484.0,META,,,,,,,,,,,,,,,,,,,,
2025-10-16 19:30:00+00:00,712.0599975585938,713.0,707.7239990234375,708.5599975585938,963254.0,META,,,,,,,,,,,,,,,,,,,,
